sentence	label	e1	e2
Treatment of <e2> HOSE </e2> or OCa cells with estrone or 17beta-estradiol at 10(-8) M for a period of 72 h induced significant loss of PR-A and <e1> PR-B mRNA </e1> and protein expression, with the regulation primarily controlled at the transcriptional level.	0	PR-B mRNA	HOSE
Conversely, enforced expression of MKP3 in MKP3-deficient <e2> ovarian cancer </e2> cells significantly reduced <e1> ERK1/2 </e1> activity and inhibited cell proliferation, anchorage-independent growth ability and tumor development in nude mice.	0	ERK1/2	ovarian cancer
[Antitumor effect of endothelial progenitor cells with <e1> TRAIL gene </e1> transfection on <e2> ovarian carcinoma </e2> xenografts in nude mice].	0	TRAIL gene	ovarian carcinoma
Cyclin D3 compensates for the loss of <e1> cyclin D1 </e1> during ErbB2-induced <e2> mammary tumor </e2> initiation and progression.	0	cyclin D1	mammary tumor
ZEB2 expression was negatively correlated with <e1> CDH1 </e1> expression in advanced stage samples, whereas ZEB2 knockdown in ovarian adenocarcinoma <e2> SKOV3 </e2> cells resulted in an increase in CDH1 expression.	0	CDH1	SKOV3
Interestingly, <e2> MDA-MB-231 </e2> cells showed dramatic enrichment of VASP at their leading edge when <e1> Pfn1 </e1> expression was downregulated and this observation was also reproducible in other cell types including human mammary epithelial cells and vascular endothelial cells.	0	Pfn1	MDA-MB-231
Finally, androgen treatment of <e2> LNCaP </e2> cells upregulated specifically levels of the cyclin-dependent kinase inhibitors (CDKIs) p15INK4B and <e1> p27KIP1 </e1> .	0	p27KIP1	LNCaP
IGFBP2 and <e1> IGFBP5 </e1> overexpression correlates with the lymph node metastasis in T1 <e2> breast carcinomas </e2> .	0	IGFBP5	breast carcinomas
Induction of p27( <e1> kip1 </e1> ) by 2,4,3',5'- tetramethoxystilbene is regulated by protein phosphatase 2A-dependent Akt dephosphorylation in <e2> PC-3 </e2> prostate cancer cells.	0	kip1	PC-3
The expression of the p75 neurotrophin receptor ( <e1> p75NTR </e1> ) is diminished in epithelial cells during progression of <e2> prostate cancer </e2> in vivo and in vitro.	0	p75NTR	prostate cancer
Evaluation of alterations in the level of the five major electrophoretic fractions of serum proteins (albumin, alpha 1-, alpha 2-, beta- and gamma-globulin) in 18 patients with <e2> prostatic cancer </e2> prior to and following cryoprostatectomy disclosed: (i) a progressive increase in the level of alpha 2- and beta-globulin and the incidence of patients possessing statistically significant (p less than 0.05) elevations in these proteins with a progression of the stage of their malignancy; (ii) a significant decrease in albumin, alpha 2- and beta-globulin and increase in <e1> alpha 1- and gamma-globulin </e1> from their preoperative levels following cryoprostatectomy in patients with metastatic disease (stage III) in association with a favorable clinical response; (iii) an overall significant decrease in albumin and alpha 2-globulin and increase in alpha 1-globulin from their preoperative levels and (iv) a general association of decreases in albumin (83% of the patients) and alpha 2-globulin (92%) and gamma-globulin (75%) with a favorable clinical response following cryoprostatectomy.	0	alpha 1- and gamma-globulin	prostatic cancer
<e1> Mesothelin </e1> is a glycosyl-phosphatidyl inositol (GPI)-linked membrane protein of 40 kDa over-expressed in all pancreatic adenocarcinoma and mesothelioma, in >70% <e2> of ovarian adenocarcin </e2> oma, and in non-small cell lung and colorectal cancers.	0	Mesothelin	of ovarian adenocarcin
Increased expression of <e1> type 2 3alpha-hydroxysteroid dehydrogenase/type 5 17beta-hydroxysteroid dehydrogenase (AKR1C3) </e1> and its relationship with androgen receptor in <e2> prostate carcinoma </e2> .	0	type 2 3alpha-hydroxysteroid dehydrogenase/type 5 17beta-hydroxysteroid dehydrogenase (AKR1C3)	prostate carcinoma
These results demonstrate that in a sequence-specific manner, RIalpha antisense, via efficient depletion of the <e1> growth stimulatory molecule RIalpha </e1> , induces growth inhibition, apoptosis, and phenotypic (cell morphology) changes, providing an innovative approach to combat hormone-insensitive <e2> prostate cancer </e2> cell growth.	1	growth stimulatory molecule RIalpha	prostate cancer
Compared with primary <e2> prostate tumors </e2> , castration-resistant metastases displayed alterations in genes encoding steroidogenic enzymes, including up-regulated expression of FASN, CYP17A1, HSD3B1, HSD17B3, CYP19A1, and UGT2B17 and down-regulated expression of <e1> SRD5A2 </e1> (P < 0.001 for all).	0	SRD5A2	prostate tumors
Increased cellular activity of <e1> ornithine decarboxylase </e1> (ODC), the first and rate-limiting enzyme in polyamine (PA) synthesis, is an independent adverse prognostic factor for overall survival in human <e2> breast cancer </e2> , thus suggesting an important role for PA in tumor progression.	0	ornithine decarboxylase	breast cancer
Decreased <e1> p21Cip1 </e1> expression is related to several indicators of aggressiveness in <e2> ovarian adenocarcinomas </e2> and seems to be differentially regulated in LMP tumors and adenocarcinomas.	0	p21Cip1	ovarian adenocarcinomas
Quantitative reverse transcription-PCR and Western blot analyses showed that <e1> GRB7 </e1> and GRB7v were frequently upregulated in <e2> ovarian cancer </e2> samples.	0	GRB7	ovarian cancer
These results suggest a novel mechanism of CDDP's anti-tumor activity in <e2> ovarian cancer </e2> cells via HIF-1 expression and <e1> VEGF </e1> transcriptional activation.	1	VEGF	ovarian cancer
Complete response of brain metastases from <e2> breast cancer </e2> overexpressing <e1> Her-2/neu </e1> to radiation and concurrent Lapatinib and Capecitabine.	0	Her-2/neu	breast cancer
We also found that the expression of tumour necrosis factor receptor 2 and death receptor 3 (DR3) was increased in <e2> PC3 </e2> cells, and the expression of <e1> FAS </e1> and DR3 was increased in SW620 cells by co-culture with NK-92 cells.	0	FAS	PC3
Accumulation of <e1> p53 tumor suppressor gene protein </e1> : an independent marker of prognosis in <e2> breast cancers </e2> .	0	p53 tumor suppressor gene protein	breast cancers
Under normoxic conditions, treatment of both <e2> ovarian cancer </e2> cell lines with dmPGE(2) resulted in a significant increase in <e1> VEGF </e1> expression but had no effect on HIF-1alpha.	0	VEGF	ovarian cancer
Our findings suggest that blockage of <e1> osteopontin </e1> and/or COX-2 is a promising therapeutic approach for the inhibition of <e2> prostate tumor </e2> progression and angiogenesis.	1	osteopontin	prostate tumor
E2, but not ICI, stimulated BMP-6 reporter activity by approximately 100% in <e2> MCF-7 </e2> , T47-D cells, and HepG2 cells when transfected with <e1> ERalpha </e1> .	0	ERalpha	MCF-7
The down-regulation of <e1> ICAM-1 </e1> by short hairpin RNA in <e2> MCF10A </e2> cells led to the induction of psoriasin, calgranulin-A, calgranulin-B, and MUC1, and we demonstrated that these up-regulations were not ROS dependent.	0	ICAM-1	MCF10A
We have previously reported that glucocorticoids markedly increase and anti-glucocorticoids (such as RU-486) block <e1> c-fms RNA </e1> and protein expression in some <e2> breast cancer </e2> cell lines, but not in others, and that this increase is the consequence of increased transcription from the first, epithelial cell-specific promoter of the c-fms gene (encoding CSF-1R, macrophage colony-stimulating factor receptor).	0	c-fms RNA	breast cancer
Quercetin-induced growth inhibition and cell death in prostatic carcinoma cells ( <e2> PC-3 </e2> ) are associated with increase in p21 and <e1> hypophosphorylated retinoblastoma proteins </e1> expression.	0	hypophosphorylated retinoblastoma proteins	PC-3
10(-6) M tamoxifen (TAM) reverted growth stimulation, suppressed progesterone receptor and TGFalpha mRNA induction and restored <e1> TGFbeta mRNA </e1> to control levels in T3-treated <e2> MCF-7 </e2> cells.	0	TGFbeta mRNA	MCF-7
<e1> Src </e1> is an attractive target because it is overexpressed in a number of malignancies, including <e2> ovarian cancer </e2> .	0	Src	ovarian cancer
The growth inhibition of human <e2> breast cancer </e2> cells by a novel synthetic progestin involves the induction of <e1> transforming growth factor beta </e1> .	1	transforming growth factor beta	breast cancer
In general, IFN-gamma was more effective than IFN-alpha, IFN-beta or TPA in augmenting the expression of TAA, CEA and BCA-225, and <e1> HLA-DR </e1> expression in <e2> T47D </e2> and MCF-7 cells.	0	HLA-DR	T47D
Arsenite induces HIF-1alpha and VEGF through <e1> PI3K </e1> , Akt and reactive oxygen species in <e2> DU145 </e2> human prostate carcinoma cells.	0	PI3K	DU145
These results indicate that long-term NF treatment induces <e2> ovarian tumors </e2> in mice, possibly by continuous stimulation with gonadotropins such as <e1> LH </e1> via a negative-feedback phenomenon secondary to ovarian atrophy (as the tumor-induction mechanism), although we could not completely rule out a genotoxic mechanism.	1	LH	ovarian tumors
One of these kinases, Erk5, has been found to reside in the nucleus of <e2> breast cancer </e2> cells that overexpress the <e1> ErbB2 receptor </e1> .	0	ErbB2 receptor	breast cancer
Transfection of <e1> HER2 </e1> in <e2> MCF7 </e2> breast cancer cells that express HER3 caused a phosphoinoside-3 kinase (PI-3K)-dependent activation of Akt, and was associated with an increased resistance of the cells to multiple chemotherapeutic agents (paclitaxel, doxorubicin, 5-fluorouracil, etoposide, and camptothecin).	0	HER2	MCF7
Induction of <e1> gamma-glutamyl transpeptidase mRNA </e1> by platinum complexes in a human <e2> ovarian carcinoma </e2> cell line.	0	gamma-glutamyl transpeptidase mRNA	ovarian carcinoma
Collectively, the results of this study suggest that only the combined inhibition of <e1> Cyclin D1 </e1> and D3 might be a suitable strategy for <e2> breast cancer </e2> prevention and therapy.	0	Cyclin D1	breast cancer
Immunoblot assays indicated that hypoxia and L-mimosine stabilized hypoxia-inducible factor-1 α (HIF-1α) and induced <e1> Btg2 </e1> and Ndrg1 protein expression, but downregulated protein levels of cyclin A in both <e2> PC-3 </e2> and LNCaP cells.	0	Btg2	PC-3
Antisense bcl-2 oligodeoxynucleotides decreased <e1> Bcl-2 protein </e1> levels and significantly inhibited <e2> PC-3 </e2> cell growth in a dose dependent manner.	0	Bcl-2 protein	PC-3
Three recent articles support a model in which, in the absence of mutations in the <e1> Hh </e1> pathway, Hh ligands expressed by a subset of epithelial cancers, including colon, pancreatic, and <e2> ovarian cancer </e2> , promote tumor growth indirectly by activating Hh signaling in the surrounding stroma, which, in turn, provides a more favorable environment for tumor growth.	1	Hh	ovarian cancer
This study demonstrates a novel mechanism of EGF-induced VEGF and HIF-1alpha expression through production of H2O2 and activation of <e1> AKT </e1> and p70S6K1 in human <e2> ovarian cancer </e2> cells.	0	AKT	ovarian cancer
This study demonstrates a novel mechanism of EGF-induced VEGF and HIF-1alpha expression through production of H2O2 and activation of AKT and <e1> p70S6K1 </e1> in human <e2> ovarian cancer </e2> cells.	0	p70S6K1	ovarian cancer
NP manifested no immunoreactivity, whereas Pca and <e2> BPH </e2> showed significantly increased <e1> HIF-1alpha protein </e1> expression.	0	HIF-1alpha protein	BPH
<e1> IL-18 </e1> and FGF-2 proteins were significantly elevated in tumor tissues (p<0.04) and sera (p<0.05) from patients with <e2> ovarian cancer </e2> .	0	IL-18	ovarian cancer
Transfection with <e1> GSK-3beta </e1> S9A to upregulate the GSK-3beta activity resulted in the increase of BrdU incorporation in <e2> SKOV3 </e2> cells compared with that in the control vector.	0	GSK-3beta	SKOV3
These results suggest that TMS may inhibit the cell cycle through induction of <e1> p27 </e1> (kip1), leading to apoptotic cell death in <e2> PC-3 </e2> prostate cancer cells.	1	p27	PC-3
IL-1-alpha induced a moderate level of HLA class I antigen in ZR-75-1, <e2> BT-20 </e2> and MDA-MB-468 cells, and <e1> HLA class II (DR) </e1> expression only in ZR-75-1 cells.	0	HLA class II (DR)	BT-20
Moreover, cav-1 expression was induced in <e2> IGROV1 </e2> cells by transfection with intracellular anti- <e1> alphaFR </e1> antibodies to downmodulate alphaFR expression.	0	alphaFR	IGROV1
Furthermore, in four <e2> breast cancer </e2> cell lines, the extent of induction of <e1> TGF-beta </e1> correlated with intracellular levels of Gestodene binding site.	0	TGF-beta	breast cancer
The synergistic action of unopposed oestrogen and leptin, compounded by increasing <e1> insulin </e1> , cortisol and xeno-oestrogen exposure directly initiate, promote and exacerbate obesity, type 2 diabetes, uterine overgrowth, prostatic enlargement, prostate cancer and <e2> breast cancer </e2> .	1	insulin	breast cancer
Blocking of <e1> IL-1 alpha </e1> activity in <e2> HOC-7 </e2> cells with either IL-1 receptor antagonist (IL-1ra) or a neutralizing antibody directed against IL-1 alpha resulted in a dose-dependent decrease of IL-8 release by ATRA, TNF-alpha and IL-1 alpha treated HOC-7 cells.	0	IL-1 alpha	HOC-7
Subtype specific elevated expression of <e1> hyaluronidase-1 </e1> (HYAL-1) in epithelial <e2> ovarian cancer </e2> .	0	hyaluronidase-1	ovarian cancer
Interestingly, we found that <e1> MKK4 </e1> upregulation caused downregulation of phosphorylated NF-κB and Twist, as well as upregulation of E-cadherin, in TOVG-21G and <e2> SKOV3 </e2> cells.	0	MKK4	SKOV3
Induction of <e1> MDR1-gene </e1> expression by antineoplastic agents in <e2> ovarian cancer </e2> cell lines.	0	MDR1-gene	ovarian cancer
